TPS_Num,File,Location,Year,Sex,,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36
68,'30925s.JPG',MAKA,OLD,M,30925s.JPG,19.40652,10.194765,18.249105,11.51073,23.65566,13.82556,29.68056,10.163055,28.82439,9.750825,25.510695,10.36917,25.130175,12.11322,23.132445,11.590005,19.644345,10.55943,20.722485,10.84482,22.57752,10.892385,24.03618,10.84482,28.459725,10.511865,27.127905,11.03508,25.84365,11.70099,31.662435,11.494875,19.6602,8.08605,19.612635,9.560565
69,'30926s.JPG',MAKA,OLD,F,30926s.JPG,19.038901,10.672102,17.700858,12.058508,23.617265,14.476658,29.759366,10.688223,28.808227,10.140109,25.422817,10.897796,25.293849,12.606622,23.165877,12.203597,19.377442,11.139611,20.973421,11.494273,22.666126,11.558757,24.197621,11.462031,28.824348,11.010643,27.099401,11.316942,25.987052,12.010145,32.096911,11.92954,19.200111,8.431283,19.167869,9.99502
70,'31540s.JPG',MAKA,OLD,F,31540s.JPG,17.714486,9.732405,16.567722,10.698101,21.184956,12.840739,26.451017,10.275609,26.058703,9.626782,22.93528,10.064363,22.693856,11.392195,21.018977,10.909347,17.925732,10.10963,19.268653,10.381232,20.928443,10.396321,22.120474,10.245431,25.213719,10.501944,24.202756,10.698101,23.221971,11.030059,28.382409,11.241305,17.910643,8.193327,17.910643,9.143934
314,'31543s.JPG',MAKA,OLD,F,31543s.JPG,16.56009,10.085244,15.605274,11.442873,20.946276,13.591209,26.511063,10.174758,25.80987,9.607836,22.617204,10.413462,22.497852,11.666658,20.513625,11.204169,17.037498,10.667085,18.469722,10.74168,20.036217,10.786437,21.259575,10.74168,25.392138,10.428381,24.183699,10.801356,23.392992,11.219088,28.748913,11.129574,16.754037,7.862313,16.798794,9.219942
71,'31888s.JPG',MAKA,OLD,F,31888s.JPG,19.929672,11.151126,18.523071,12.083211,24.166422,14.930307,30.84354,11.422278,29.945349,10.863027,26.420373,11.507013,26.149221,13.320342,23.980005,12.964455,20.133036,11.557854,21.980259,12.167946,23.89527,12.286575,25.4205,12.167946,30.080925,11.608695,28.47096,12.03237,27.132147,12.54078,33.266961,12.71025,19.895778,9.049698,20.251665,10.405458
72,'31890s.JPG',MAKA,OLD,M,31890s.JPG,17.05327,10.02599,15.887105,11.313315,21.203,13.312455,27.003535,10.11686,26.064545,9.768525,23.17185,10.313745,22.823515,11.87368,20.9001,11.60107,17.250155,10.556065,18.280015,10.84382,20.14285,10.949835,21.96025,10.78324,26.155415,10.2986,24.822655,10.72266,23.641345,11.252735,29.32072,11.373895,17.128995,8.05714,17.250155,9.283885
73,'31891s.JPG',MAKA,OLD,F,31891s.JPG,18.3394,9.739392,17.075152,11.00364,22.94376,13.391664,29.467904,9.630136,28.437776,9.177504,25.253744,9.864256,24.801112,11.752824,22.6316,11.300192,18.823248,10.30128,20.6806,10.644656,22.600384,10.629048,24.11436,10.426144,28.0944,9.864256,26.627248,10.30128,25.643944,10.972424,31.653024,11.066072,18.136496,7.679136,18.589128,8.958992
74,'31892s.JPG',MAKA,OLD,F,31892s.JPG,17.321868,8.771124,16.117124,9.784872,20.686336,12.19436,26.210528,9.32942,25.769768,8.873968,22.390608,9.314728,22.11146,10.622316,20.260268,10.196248,17.542248,9.138424,18.600072,9.432264,20.216192,9.62326,21.420936,9.5498,25.12332,9.637952,24.050804,9.946484,22.831368,10.269708,28.370252,10.490088,17.512864,7.346,17.468788,8.168752
75,'31893s.JPG',MAKA,OLD,M,31893s.JPG,18.791068,8.918044,17.645092,10.181556,23.051748,12.56166,28.708168,9.358804,28.076412,8.800508,24.579716,9.300036,24.359336,10.842696,22.419992,10.563548,18.923296,9.300036,19.76074,9.535108,21.641316,9.873024,23.198668,9.814256,27.576884,9.593876,26.430908,9.975868,25.549388,10.299092,30.8532,10.255016,18.937988,7.19908,19.055524,8.242212
315,'31894s.JPG',MAKA,OLD,M,31894s.JPG,15.822738,9.118188,14.690414,10.250512,19.890165,12.738645,25.715674,9.147986,24.970724,8.969198,21.707843,9.654552,21.648247,11.129553,19.681579,10.652785,16.076021,9.53536,17.446729,9.878037,19.115417,9.997229,20.605317,9.952532,24.702542,9.565158,23.600016,10.056825,22.467692,10.548492,28.15911,10.57829,15.882334,7.255813,16.076021,8.403036
316,'33851s.JPG',MAKA,OLD,F,33851s.JPG,17.62878,9.81396,16.523195,11.23759,22.035975,13.494195,27.912235,9.78367,27.124695,9.14758,23.6262,9.919975,23.71707,11.66165,21.62706,11.23759,18.098275,10.48034,19.461325,10.646935,21.036405,10.6015,22.369165,10.404615,27.003535,9.980555,25.98882,10.2986,24.671205,10.87411,30.183985,10.84382,17.81052,7.496775,17.81052,9.05671
76,'33852s.JPG',MAKA,OLD,F,33852s.JPG,17.041192,9.07644,15.887288,10.371064,20.925064,12.87588,26.638296,9.189016,25.878408,8.710568,22.669992,9.597104,22.557416,11.145024,20.54512,10.849512,17.322632,9.526744,18.420248,9.836328,20.559192,10.019264,21.783456,9.892616,25.568824,9.414168,24.569712,9.765968,23.331376,10.34292,28.875744,10.27256,17.139696,7.148576,17.252272,8.37284
77,'33853s.JPG',MAKA,OLD,F,33853s.JPG,18.29154,9.241268,17.160256,10.181556,22.170228,13.00242,27.9148,9.593876,27.268352,9.050272,24.02142,9.593876,23.624736,11.107152,21.6707,10.828004,18.65884,9.667336,19.863584,9.961176,21.758852,10.034636,23.06644,9.902408,26.019532,10.078712,25.005784,10.387244,24.2418,10.783928,29.810068,10.299092,18.58538,7.27254,18.58538,8.462592
78,'33854s.JPG',MAKA,OLD,M,33854s.JPG,17.296916,9.088716,16.162692,10.52142,22.072596,13.13312,28.161588,9.3275,26.93782,8.80516,23.938096,9.431968,23.72916,11.103456,21.49056,10.909444,17.699864,9.745372,19.4012,9.99908,21.102536,10.028928,22.60986,9.84984,27.325844,9.417044,26.057304,9.909536,24.639524,10.461724,30.042012,10.37218,17.147676,7.118748,17.431232,8.402212
79,'33855s.JPG',MAKA,OLD,M,33855s.JPG,17.311965,8.996427,16.153005,10.082952,21.469734,12.574716,27.192099,9.170271,26.380827,8.764635,23.309583,9.41655,23.222661,10.836276,21.237942,10.459614,17.659653,9.373089,18.963483,9.749751,20.397696,9.85116,21.904344,9.793212,26.264931,9.474498,25.192893,9.778725,24.062907,10.300257,29.162331,10.155387,17.413374,7.055169,17.500296,8.228616
80,'33856s.JPG',MAKA,OLD,F,33856s.JPG,18.210159,9.039888,17.022225,10.169874,22.252032,12.647151,27.945423,9.474498,27.351456,8.822583,24.178803,9.41655,23.90355,11.024607,22.005753,10.43064,18.731691,9.604881,20.064495,9.880134,21.759474,9.822186,22.961895,9.749751,26.887872,9.749751,25.526094,10.1409,24.598926,10.532049,30.176421,10.329231,18.340542,7.055169,18.384003,8.228616
81,'33857s.JPG',MAKA,OLD,F,33857s.JPG,17.366104,9.745008,16.132361,11.056836,21.379673,13.836662,27.564005,10.057348,26.751921,9.479519,23.487968,10.104199,23.175628,11.790835,21.067333,11.431644,17.772146,10.275986,19.427548,10.525858,20.973631,10.61956,22.48848,10.525858,26.720687,10.166667,25.674348,10.541475,24.097031,11.166155,29.890938,11.134921,17.537891,7.730415,17.662827,9.05786
82,'33858s.JPG',MAKA,OLD,F,33858s.JPG,24.36574,10.62761,23.199295,11.59039,28.17983,13.867735,33.715815,10.905335,32.901155,10.47949,29.901725,10.99791,29.716575,12.29396,27.939135,11.942175,24.643465,11.109,25.95803,11.349695,27.679925,11.275635,28.95746,11.127515,32.54937,11.090485,31.419955,11.44227,30.531235,11.757025,35.5488,11.942175,24.643465,8.5169,24.55089,9.84998
83,'33859s.JPG',MAKA,OLD,F,33859s.JPG,23.949332,10.582678,23.02134,11.671284,27.625608,14.151878,33.086484,10.743292,32.140646,10.279296,29.35667,10.868214,29.17821,12.349432,27.39361,11.921128,24.431174,11.135904,25.751778,11.278672,27.357918,11.260826,28.803444,11.135904,32.051416,10.957444,30.802196,11.314364,29.838512,11.849744,35.192312,11.617746,24.0921,8.74454,24.0921,9.99376
84,'33860s.JPG',MAKA,OLD,F,33860s.JPG,26.052585,11.324703,24.975873,12.593685,30.013347,15.035514,35.896809,11.5362,35.204637,10.920936,32.032182,11.516973,31.686096,13.016679,29.897985,12.824409,26.475579,11.824605,27.590745,11.959194,29.205813,12.074556,30.7632,11.882286,34.570146,11.651562,33.339618,12.055329,32.512857,12.49755,37.992552,12.555231,26.167947,9.325095,26.225628,10.670985
85,'33861s.JPG',MAKA,OLD,F,33861s.JPG,22.985763,10.291871,22.003915,11.273719,26.843023,13.868603,31.822395,10.589932,31.226273,10.011343,28.368394,10.660064,28.245663,11.975039,26.527429,11.659445,23.336423,10.677597,24.300738,10.958125,25.738444,11.098389,27.123551,10.940592,30.85808,10.817861,30.069095,11.133455,29.087247,11.536714,33.891289,11.782176,23.020829,8.293109,22.933164,9.660683
317,'33862s.JPG',MAKA,OLD,F,33862s.JPG,25.159856,12.310144,24.040752,13.38928,29.016768,16.38688,35.431632,13.329328,34.892064,12.509984,31.494784,13.08952,31.055136,14.548352,29.236592,13.9888,25.339712,12.9896,27.018368,13.349312,28.37728,13.549152,29.796144,13.409264,33.892864,13.748992,32.733792,13.968816,31.514768,14.148672,37.430032,14.548352,25.399664,10.251792,25.499584,11.430848
103,'35288s.JPG',WAMN,OLD,M,35288s.JPG,22.78518,13.97273,21.74949,15.02659,26.54637,17.22516,31.76116,14.69953,31.28874,14.00907,28.14533,14.42698,28.14533,15.88058,26.1648,15.4445,22.98505,14.3543,23.82087,14.62685,25.47434,14.91757,27.03696,14.77221,30.67096,14.80855,29.70795,15.15378,28.74494,15.51718,33.74169,15.60803,23.03956,12.50096,22.94871,13.30044
104,'35338s.JPG',WAMN,OLD,M,35338s.JPG,3.714435,5.84505,2.67741,6.71238,7.31574,9.220095,12.236895,6.29757,11.91636,5.713065,8.74872,6.241005,8.59788,7.65513,6.618105,7.259175,4.204665,6.316425,5.54337,6.59925,6.882075,6.655815,7.900245,6.48612,11.46384,6.52383,10.5588,6.844365,9.484065,7.12719,14.06583,7.372305,3.865275,4.317795,3.865275,5.335965
105,'35340s.JPG',WAMN,OLD,,35340s.JPG,3.829595,7.527135,2.848615,8.621305,8.03649,10.922835,13.13004,7.602595,12.771605,7.149835,9.58342,7.866705,9.375905,9.375905,7.564865,9.01747,4.33895,7.9233,5.84815,8.33833,7.527135,8.394925,8.75336,8.130815,11.941545,8.14968,10.847375,8.45152,10.03618,8.960875,15.224055,8.621305,4.26349,5.451985,4.1503,6.734805
323,'498s.JPG',OTKA,OLD,,498s.JPG,17.553016,14.489028,16.592274,15.371872,21.889338,17.682846,27.00464,14.138487,26.420405,13.606184,23.304485,14.476045,23.161672,16.008039,21.305103,15.631532,17.955489,14.93045,19.266772,15.229059,21.03246,15.138178,22.356726,14.93045,26.017932,14.437096,24.524887,15.112212,23.616077,15.5796,29.302631,14.943433,17.773727,12.476663,17.708812,13.89181
324,'499s.JPG',OTKA,OLD,,499s.JPG,9.134916,12.794,7.919486,13.702374,13.536052,16.069264,19.152618,13.344142,18.564094,12.73003,15.301624,13.165026,15.09692,14.546778,13.139438,14.0734,9.441972,13.356936,11.207544,13.548846,13.075468,13.587228,14.316486,13.548846,18.03954,13.382524,16.6322,13.75355,15.557504,14.252516,21.250834,14.086194,9.436486325,10.65098001,9.326826,12.02636
325,'503s.JPG',OTKA,OLD,,503s.JPG,4.959792,14.110416,3.65256,14.905008,8.727696,18.698544,14.264208,15.82776,14.059152,15.12288,10.688544,15.417648,10.406592,16.91712,8.573904,16.237872,5.305824,14.7384,6.882192,15.225408,8.535456,15.392016,9.9324,15.417648,13.162032,15.879024,12.213648,16.225056,11.444688,16.53264,16.865856,17.327232,5.536512,12.277728,5.331456,13.52088
326,'504s.JPG',OTKA,OLD,,504s.JPG,13.42014,14.4727,12.446522,15.564731,18.4198,18.538213,22.985279,14.314816,22.406371,13.906949,19.406575,14.841096,19.498674,15.998912,17.36724,16.038383,13.854321,15.13055,15.7884,15.367376,17.446182,15.183178,18.485585,14.946352,22.353743,14.577956,21.301183,15.051608,20.209152,15.564731,26.129802,16.169953,13.762222,12.472836,13.762222,13.735908
327,'508s.JPG',OTKA,OLD,,508s.JPG,18.43023,18.038672,17.336568,19.253852,22.939898,21.103626,28.543228,18.214198,27.935638,17.728126,24.681656,18.308712,24.533134,19.685916,22.54834,19.469884,18.929804,18.686768,20.307008,18.956808,22.062268,18.943306,23.736516,18.76778,27.638594,18.403226,26.53143,18.713772,25.329752,19.253852,31.108608,18.754278,18.60650479,16.21862004,18.63276,17.431082
328,'510s.JPG',OTKA,OLD,,510s.JPG,16.314039,18.483535,15.257837,19.454099,19.868016,21.352408,25.206118,18.626265,24.635198,18.198075,21.495138,18.754722,21.466592,19.896562,19.625375,19.796651,16.599499,19.111547,17.912615,19.339915,19.368461,19.339915,20.581666,19.154366,24.164189,18.868906,23.165079,19.240004,22.194515,19.482645,27.1187,19.140093,16.628045,16.827867,16.55668,17.969707
329,'514s.JPG',OTKA,OLD,,514s.JPG,12.896364,18.485727,11.741886,19.555731,16.810326,21.554949,21.949161,18.542043,21.202974,18.049278,18.190068,18.682833,18.063357,19.964022,16.289403,19.7106,13.065312,19.034808,14.374659,19.28823,15.712164,19.245993,17.007432,19.14744,21.076263,18.753228,19.583889,19.119282,18.527964,19.583889,23.920221,18.964413,13.149786,16.697694,13.065312,18.02112
330,'517s.JPG',OTKA,OLD,,517s.JPG,15.97172,18.406176,14.860032,19.27864,19.996312,21.009496,24.935584,17.815152,24.302344,17.407064,21.361296,18.15288,21.234648,19.447504,19.447504,19.222352,16.196872,18.842408,17.491496,18.940912,19.13792,18.912768,20.319968,18.687616,23.936472,18.166952,22.93736,18.687616,21.924176,19.039416,26.94788,17.843296,16.225016,16.661248,16.154656,17.885512
331,'518s.JPG',OTKA,OLD,,518s.JPG,14.92275,20.01315,13.58955,20.9979,18.8163,23.5734,24.89145,19.8768,24.22485,19.4223,20.7555,20.04345,20.55855,21.77055,18.49815,21.34635,15.3015,20.6646,16.8165,20.98275,18.80115,20.8464,20.0889,20.5737,23.7552,20.22525,22.67955,20.71005,21.21,21.21,26.664,20.49795,15.1803,17.92245,15.1803,19.3011
332,'520s.JPG',OTKA,OLD,,520s.JPG,15.05816,18.837179,13.870882,19.908625,18.793742,22.196307,24.397115,19.097801,23.702123,18.648952,20.733928,19.068843,20.429869,20.603617,18.591036,20.024457,15.405656,19.343944,16.665329,19.705919,17.997397,19.749356,19.517692,19.575608,23.542854,19.314986,22.674114,19.604566,21.399962,20.024457,26.467612,19.561129,15.449093,17.186573,15.376698,18.258019
333,'521s.JPG',OTKA,OLD,,521s.JPG,13.663912,18.026232,12.552224,18.898696,17.421136,20.728056,22.219688,18.054376,21.628664,17.604072,18.631328,18.195096,18.603184,19.391216,16.914544,19.081632,14.128288,18.560968,15.239976,18.743904,16.379808,18.631328,17.66036,18.50468,21.24872,18.307672,20.066672,18.757976,19.180136,19.109776,23.78168,18.92684,13.8284125,16.43592614,13.86092,17.51964
334,'522s.JPG',OTKA,OLD,,522s.JPG,14.099743,19.041174,13.027409,19.99758,18.171714,22.258176,23.388474,19.56285,22.910271,18.968719,19.70776,19.316503,19.345485,20.86704,17.447164,20.475783,14.331599,19.533868,15.302496,19.823688,16.867524,19.910634,18.331115,19.838179,22.287158,19.809197,21.200333,20.14249,20.127999,20.417819,25.576615,19.85267,14.462018,17.171835,14.273635,18.505007
335,'523s.JPG',OTKA,OLD,,523s.JPG,17.387133,19.040922,16.105819,20.024256,21.543954,22.884864,27.026786,19.294205,26.639412,18.713144,23.257339,19.383599,23.078551,21.082085,21.245974,20.515923,17.58082,19.651781,18.92173,19.890165,20.471226,20.039155,22.020722,19.860367,25.939159,19.592185,24.836633,20.009357,23.778804,20.501024,29.50002,20.098751,17.88490953,16.93662114,17.685113,18.340669
336,'524s.JPG',OTKA,OLD,,524s.JPG,15.491112,19.341504,14.386736,20.460804,19.595212,23.042656,25.027548,19.62506,24.40074,19.117644,21.057764,19.490744,20.938372,20.938372,18.923632,20.610044,15.804516,19.983236,17.073056,20.236944,18.565456,20.162324,19.69968,19.92354,24.02764,19.833996,22.490468,20.386184,21.49056,20.684664,26.922896,20.102628,15.89406,17.505852,15.774668,18.684848
337,'528s.JPG',OTKA,OLD,,528s.JPG,13.994022,19.320105,12.934773,20.379354,18.410046,22.512771,24.049428,19.484214,23.42283,18.768102,20.215245,19.484214,19.961622,20.961195,17.947557,20.498706,14.232726,19.916865,15.829059,20.066055,17.619339,19.99146,19.126158,19.827351,22.855908,19.722918,21.707145,20.14065,20.618058,20.468868,26.511063,20.245083,14.337159,17.470149,14.232726,18.783021
338,'529s.JPG',OTKA,OLD,,529s.JPG,16.8021,19.3158,15.8172,20.58,21.021,22.0941,26.6511,18.2574,25.7397,17.9487,22.6233,18.7425,22.5351,20.2566,20.6682,19.8156,17.3901,19.7274,18.5808,19.7715,20.0949,19.4922,21.462,19.3011,25.6074,18.5955,24.5784,19.0071,23.52,19.551,29.0766,19.1835,16.8756,17.3019,16.9638,18.7866
339,'530s.JPG',OTKA,OLD,,530s.JPG,12.447769,18.997701,11.418908,20.041053,16.708123,22.200212,21.968356,18.98321,21.287279,18.476025,18.099259,19.099138,17.983331,20.417819,16.244411,20.055544,13.056391,19.678778,14.360581,19.85267,15.751717,19.751233,16.910997,19.56285,21.069914,19.12812,20.113508,19.490395,18.649917,20.070035,24.34488,19.548359,12.534715,17.142853,12.563697,18.345606
340,'531s.JPG',OTKA,OLD,,531s.JPG,13.501695,19.305186,12.218661,20.170488,17.261283,22.706718,22.97526,19.424538,22.408338,18.872535,19.066482,19.439457,18.872535,20.946276,16.873389,20.513625,13.889589,19.946703,15.202461,20.080974,16.56009,20.021298,17.843124,19.887027,22.169634,19.69308,21.065628,20.021298,19.797513,20.424111,25.3623,20.215245,13.755318,17.529825,13.800075,18.678588
305,'5325s.JPG',WAMN,OLD,F,5325s.JPG,5.529573,19.865503,4.433296,20.769028,9.264143,23.455509,15.263549,20.251007,14.649152,19.696845,11.492838,20.226913,11.023005,21.997822,9.131626,21.540036,6.011453,20.503994,7.204106,20.769028,8.481088,20.997921,10.23995,20.805169,14.384118,20.407618,13.034854,20.84131,11.830154,21.419566,17.552479,21.154532,6.011453,17.672949,5.927124,19.094495
306,'5326s.JPG',WAMN,OLD,M,5326s.JPG,5.504792,20.837715,4.518084,22.006185,9.412675,24.654717,14.878518,21.512831,14.424113,20.915613,11.074499,21.305103,10.931686,22.824114,8.789491,22.369709,5.855333,21.357035,6.984854,21.733542,8.477899,21.798457,9.802165,21.642661,13.736014,21.798457,12.450697,22.045134,11.762598,22.382692,17.020713,23.10974,5.725503,19.08501,5.660588,20.318395
307,'5327s.JPG',OTKA,OLD,M,5327s.JPG,4.943022,21.11214,3.881094,22.136142,9.468858,24.46227,15.10719,21.263844,14.550942,20.454756,11.18817,21.213276,11.036466,22.62918,8.963178,22.338414,5.410776,21.592536,6.434778,21.782166,8.444856,21.883302,10.037748,21.693672,14.007336,21.36498,12.83163,21.731598,11.896122,22.136142,17.231046,22.035006,5.195862,18.58374,5.12001,20.214558
109,'5328s.JPG',OTKA,OLD,F,5328s.JPG,5.898508,19.755127,4.765117,21.095697,9.859283,23.191861,15.757791,20.169485,14.758457,19.645444,11.833577,20.084176,11.419219,21.680673,9.38399,21.290689,6.422549,20.35229,7.982485,20.559469,9.542421,20.59603,10.907365,20.388851,15.050945,20.266981,13.661627,20.571656,12.113878,20.986014,17.67115,21.107884,6.044752,17.598028,6.008191,19.328582
341,'534s.JPG',OTKA,OLD,,534s.JPG,12.74805,19.41282,11.42106,20.35215,17.11668,23.28942,23.33415,19.383,22.54392,18.96552,19.20408,19.54701,18.92079,21.29148,16.68429,20.90382,13.16553,20.08377,14.65653,20.33724,16.52028,20.20305,17.84727,20.09868,22.17117,19.5321,20.70999,20.14341,19.6812,20.75472,25.40664,20.47143,13.19231932,17.21709536,13.04625,18.68223
342,'538s.JPG',OTKA,OLD,,538s.JPG,13.14934,20.745104,12.032748,21.74416,17.307176,24.138956,22.581604,21.127096,22.140844,20.49534,18.791068,21.024252,18.600072,22.581604,16.82234,22.038,13.781096,21.538472,15.118068,21.656008,16.616652,21.626624,18.027084,21.45032,21.6707,21.3034,20.34842,21.685392,19.305288,22.067384,24.873556,21.714776,13.413796,18.849836,13.36972,20.2015
343,'539s.JPG',OTKA,OLD,,539s.JPG,11.24856,19.820992,9.969312,21.17376,15.571536,23.217616,20.938496,19.938624,20.320928,19.18872,17.144864,19.938624,17.218384,21.335504,15.115712,20.9532,11.807312,20.482672,13.557088,20.629712,15.115712,20.5856,16.61552,20.320928,19.982736,20.173888,18.7476,20.497376,17.86536,20.967904,23.658736,20.29152,11.483824,17.880064,11.483824,19.18872
110,'54099s.JPG',MAKA,OLD,,54099s.JPG,25.634872,11.257748,24.315136,12.277544,29.954008,15.09698,35.952808,11.39772,34.993,10.877824,31.853628,11.577684,31.553688,13.217356,29.574084,12.737452,26.054788,11.717656,27.274544,11.9976,28.814236,11.977604,30.373924,11.89762,34.953008,11.59768,33.633272,11.857628,32.413516,12.477504,38.132372,12.757448,25.734852,9.19816,25.674864,10.677864
111,'54102s.JPG',MAKA,OLD,M,54102s.JPG,25.960725,11.265975,24.824331,12.128067,29.702988,14.871087,35.2674,11.912544,34.777575,11.265975,31.583916,11.794986,31.113684,13.166496,29.369907,12.794229,26.45055,11.579463,27.528165,11.932137,29.076012,12.14766,30.525894,12.049695,34.581645,11.990916,33.445251,12.265218,32.485194,12.637485,37.324665,13.009752,26.293806,9.443826,26.195841,10.678185
344,'543s.JPG',OTKA,OLD,,543s.JPG,13.244763,20.967029,11.752612,22.197669,17.505854,24.751247,23.212947,21.120859,22.505329,20.567071,18.982622,21.167008,18.998005,22.674542,16.736704,22.274584,13.952381,21.659264,15.136872,21.797711,16.844385,21.720796,17.967344,21.582349,22.289967,21.320838,21.182391,21.84386,19.936368,22.228435,25.581929,21.69003,13.521657,18.782643,13.475508,20.336326
345,'545s.JPG',OTKA,OLD,,545s.JPG,13.710561,20.603139,12.442446,21.498279,18.05199,24.377646,23.557101,21.259575,23.064774,20.722491,19.603566,21.199899,19.514052,22.647042,17.589501,22.244229,14.501268,21.408765,16.395981,21.587793,17.887881,21.572874,18.991887,21.364008,22.572447,21.378927,21.349089,21.841416,20.43903,22.288986,26.466306,22.244229,13.919427,18.574155,13.949265,19.857189
346,'546s.JPG',OTKA,OLD,,546s.JPG,15.118012,21.207004,14.10318,22.042748,19.520592,24.161956,24.833536,21.430864,24.236576,20.878676,20.953296,21.401016,20.759284,22.788948,19.0281,22.147216,15.640352,21.759192,17.117828,21.86366,18.789316,21.86366,19.983236,21.729344,23.759008,21.669648,22.639708,21.983052,21.386092,22.445696,27.281072,21.818888,15.17419981,19.44498566,15.24687954,20.62106302
347,'549s.JPG',OTKA,OLD,,549s.JPG,10.9736,21.008768,9.91408,22.038016,14.697056,24.172192,20.297376,21.41744,19.782752,20.781728,16.42256,21.296352,16.104704,22.673728,14.364064,22.204512,11.185504,21.508256,11.95744,21.674752,13.032096,21.750432,14.803008,21.765568,19.14704,21.523392,17.7848,21.977472,16.6496,22.234784,22.446688,22.340736,11.230912,19.07136,11.185504,20.297376
348,'552s.JPG',OTKA,OLD,,552s.JPG,18.684848,18.13266,17.476004,19.17734,22.490468,21.56518,28.05712,18.625152,27.549704,18.117736,24.191804,18.595304,23.967944,19.92354,22.206912,19.490744,19.117644,18.774392,20.37126,19.043024,21.759192,19.10272,23.370984,19.013176,27.31092,18.759468,26.311012,19.057948,24.878308,19.47582,30.29572,19.132568,19.117644,16.102996,18.983328,17.341688
112,'5556s.JPG',IOWA,OLD,F,5556s.JPG,3.543938,21.071718,2.328508,22.184796,7.970662,25.20418,14.636336,21.289216,14.047812,20.803044,10.29917,21.417156,9.838586,23.016406,7.650812,22.568616,3.863788,21.391568,5.194364,21.7498,6.870378,21.81377,8.738302,21.737006,13.791932,21.481126,12.525326,21.903328,11.092398,22.32553,16.606612,23.067582,3.671878,18.80718,3.735848,20.355254
349,'556s.JPG',OTKA,OLD,,556s.JPG,18.605515,18.156666,17.389279,18.880616,22.616198,21.834332,27.915512,18.619994,27.452184,18.026355,24.353678,18.562078,24.281283,19.923104,22.051517,19.604566,18.96749,18.706868,19.937583,18.895095,21.544752,19.039885,23.122963,18.953011,27.162604,18.779263,26.018763,19.170196,24.990754,19.532171,30.319026,19.734877,18.96749,16.144085,18.8227,17.505111
350,'557s.JPG',OTKA,OLD,,557s.JPG,16.51518,18.137724,15.486603,19.369119,20.86128,21.513195,25.830321,18.470925,25.323276,18.036315,22.005753,18.441951,22.02024,19.687833,20.107956,19.456041,16.978764,18.746178,18.195672,18.97797,20.13693,18.8331,21.165507,18.673743,25.221867,18.644769,23.932524,19.035918,22.686642,19.354632,28.481442,19.137327,16.833894,16.326849,16.935303,17.254017
351,'559s.JPG',OTKA,OLD,,559s.JPG,18.883448,18.440644,17.555036,19.6405,24.082824,22.64014,29.953548,18.669188,29.35362,17.99784,25.739768,18.554916,25.682632,20.226144,23.125796,20.154724,19.42624,18.9263,21.21174,19.35482,22.911536,19.269116,24.682752,19.040572,28.653704,18.883448,27.111032,19.383388,26.253992,19.826192,32.881768,20.411836,19.326252,15.883808,19.254832,17.483616
352,'560s.JPG',OTKA,OLD,,560s.JPG,12.212541,18.514386,11.169477,19.803729,16.645563,22.45485,22.107162,18.905535,21.87537,18.340542,18.427464,18.789639,18.355029,20.672949,16.297875,20.006547,12.980352,19.137327,14.573922,19.427067,16.022622,19.41258,17.413374,19.209762,20.933715,19.12284,19.934112,19.528476,19.224249,19.977573,24.05762714,19.97691084,12.487794,16.138518,12.371898,17.67414
353,'563s.JPG',OTKA,OLD,,563s.JPG,18.67824,18.07848,17.75004,19.02096,22.491,20.86308,27.6318,17.7786,27.26052,17.16456,24.21888,17.79288,23.7762,19.30656,22.0626,18.921,19.04952,18.60684,20.39184,18.7782,21.83412,18.66396,23.30496,18.36408,26.80356,17.9928,25.86108,18.22128,24.47592,18.76392,29.38664325,18.71648572,18.86388,16.22208,18.89244,17.40732
354,'564s.JPG',OTKA,OLD,,564s.JPG,19.275348,18.842697,18.022152,20.006379,23.810724,22.438176,28.868265,19.185834,28.49529,18.589074,25.272786,19.230591,25.198191,20.722491,23.184126,20.349516,19.69308,19.54389,21.557955,19.752756,23.213964,19.707999,24.392565,19.603566,28.04772,19.454376,26.898957,19.797513,25.720356,20.245083,31.717794,20.215245,19.484214,16.828632,19.409619,18.186261
355,'566s.JPG',OTKA,OLD,,566s.JPG,18.809318,18.171714,17.664529,19.142611,22.939253,22.156739,28.590743,18.751354,27.895175,18.316624,24.750628,18.722372,24.547754,20.345364,22.663924,19.838179,19.215066,18.823809,20.780094,19.142611,22.258176,19.200575,23.707276,19.113629,27.634337,18.997701,26.286674,19.403449,25.315777,19.838179,30.764393,19.867161,19.40773491,15.90595918,19.215066,17.3892
356,'567s.JPG',OTKA,OLD,,567s.JPG,19.151814,18.412977,18.079776,19.499502,23.454453,22.005753,28.814643,19.050405,28.351059,18.384003,24.961101,19.093866,24.946614,20.557053,22.773564,20.064495,19.803729,19.137327,21.310377,19.340145,22.672155,19.398093,24.077394,19.311171,27.684657,19.369119,26.293905,19.818216,25.453659,20.151417,31.451277,19.919625,19.55745,16.428258,19.398093,17.717601
